7%Customer#000000007%8OkMVLQ1dK6Mbu6WG9%CHINA    0%CHINA          %
19%Customer#000000019%yO0XPkiuSWk0vN Ffc%CHINA    3%CHINA          %
75%Customer#000000075%oJrUH20Ovu5fgaLa%CHINA    5%CHINA          %
82%Customer#000000082%tJkXm2PQBWPRRYk%CHINA    1%CHINA          %
118%Customer#000000118%d5DlxktKgR%CHINA    2%CHINA          %
124%Customer#000000124%R7Pt5r4Vy%CHINA    4%CHINA          %
147%Customer#000000147%V5wivQ5NEO esxx1oSWk%CHINA    1%CHINA          %
150%Customer#000000150%tMCk8K7HovlbBFc5lGf6a J%CHINA    4%CHINA          %
169%Customer#000000169%eHJEjRT%CHINA    9%CHINA          %
196%Customer#000000196%VS9zyeC%CHINA    4%CHINA          %
234%Customer#000000234%jftxhQIu5EAdm5u %CHINA    1%CHINA          %
282%Customer#000000282%wOoO0stZRRVn%CHINA    0%CHINA          %
294%Customer#000000294%K8QdAjZbYiumlj2%CHINA    2%CHINA          %
323%Customer#000000323%2fD51so39I%CHINA    7%CHINA          %
342%Customer#000000342%9BnnN7L QmrL%CHINA    6%CHINA          %
357%Customer#000000357%GYo,3HNIPWzWrAgm6%CHINA    6%CHINA          %
387%Customer#000000387%3HrRK,Edx,0Ag9G%CHINA    4%CHINA          %
411%Customer#000000411%6XM0l4VuV, OzantyV0m9uL%CHINA    0%CHINA          %
479%Customer#000000479%aNiIkTdPv2z%CHINA    3%CHINA          %
508%Customer#000000508%BR5ARsD%CHINA    1%CHINA          %
561%Customer#000000561%2ZGbo8PM7AlLNFtZq%CHINA    0%CHINA          %
614%Customer#000000614%3gvMAkh%CHINA    2%CHINA          %
644%Customer#000000644%QL1 N2m,ajze%CHINA    9%CHINA          %
672%Customer#000000672%azASskiPA9apS5FLFN%CHINA    2%CHINA          %
705%Customer#000000705%3gN19mmkOOGlU%CHINA    5%CHINA          %
709%Customer#000000709%O nDoV237hLONLhHBPJ bTs%CHINA    7%CHINA          %
727%Customer#000000727%wfi3SKgDG,B%CHINA    4%CHINA          %
734%Customer#000000734%v6f9uKPLs%CHINA    2%CHINA          %
737%Customer#000000737%eNHkZHYWXIpf8Ct,F2%CHINA    9%CHINA          %
