36%Customer#000000036%Y7wosIxbsBi,0%VIETNAM  3%VIETNAM        %
57%Customer#000000057%ST32P xc%VIETNAM  4%VIETNAM        %
63%Customer#000000063%j398B644%VIETNAM  5%VIETNAM        %
127%Customer#000000127%4tKMWo3Y 3hu3ttNZ1WTg%VIETNAM  9%VIETNAM        %
163%Customer#000000163%dK kOdDE%VIETNAM  3%VIETNAM        %
178%Customer#000000178%Crj68oKSoKRDWlHTn wOOsW%VIETNAM  1%VIETNAM        %
184%Customer#000000184%yCcBpy9 WYMZ4iAE52qJv%VIETNAM  9%VIETNAM        %
207%Customer#000000207%NvsVheDu%VIETNAM  5%VIETNAM        %
216%Customer#000000216%g3jTv9wWiUlkU7qHf%VIETNAM  7%VIETNAM        %
230%Customer#000000230%pD9SuzXe2Aj%VIETNAM  9%VIETNAM        %
298%Customer#000000298%IlglXwrSQMLmoKTFb0Ay%VIETNAM  6%VIETNAM        %
309%Customer#000000309%VhKWmp58%VIETNAM  6%VIETNAM        %
335%Customer#000000335%OYho2g YlRzoZq1%VIETNAM  4%VIETNAM        %
380%Customer#000000380%EYvXhOZPIBwioPc6K m%VIETNAM  7%VIETNAM        %
428%Customer#000000428%8o5HFtP3Tu1G4OjeXXf%VIETNAM  8%VIETNAM        %
461%Customer#000000461%Wwudft8q8sHP%VIETNAM  8%VIETNAM        %
462%Customer#000000462%f8AzoxdmGCwBTlD%VIETNAM  8%VIETNAM        %
474%Customer#000000474%Fwmgv1Us7,6S2PYu%VIETNAM  1%VIETNAM        %
481%Customer#000000481%DWuQTiY,dAkeSm,uGj0%VIETNAM  1%VIETNAM        %
486%Customer#000000486%ZO33QVe8%VIETNAM  7%VIETNAM        %
567%Customer#000000567%hdmUEC4UR%VIETNAM  8%VIETNAM        %
604%Customer#000000604%Boazlnf1X4sJFEI1scjpP1kC%VIETNAM  7%VIETNAM        %
609%Customer#000000609%O8B6lGS%VIETNAM  2%VIETNAM        %
671%Customer#000000671%JOUAkAy,KIq0jnmJp%VIETNAM  9%VIETNAM        %
687%Customer#000000687%7h7oXs4yswDnX%VIETNAM  9%VIETNAM        %
707%Customer#000000707%o7,DsHIH%VIETNAM  1%VIETNAM        %
721%Customer#000000721%eUJ WL5RmGcp%VIETNAM  9%VIETNAM        %
723%Customer#000000723%WygwoxE5p%VIETNAM  5%VIETNAM        %
835%Customer#000000835%9HAzWZ%VIETNAM  8%VIETNAM        %
